正體字形,簡化字形,音序,臺／陸特有詞,臺／陸特有音,臺灣音讀,臺灣漢拼,大陸音讀,大陸漢拼
滅菌,灭菌,,,,,,ㄇㄧㄝˋ ㄐㄩㄣ,mièjūn
滅口,灭口,,,,,,ㄇㄧㄝˋ ㄎㄡˇ,mièkǒu
滅門,灭门,,,,,,ㄇㄧㄝˋ ㄇㄣˊ,mièmén
滅貧,灭贫,,,,,,ㄇㄧㄝˋ ㄆㄧㄣˊ,mièpín
滅殺,灭杀,,,,,,ㄇㄧㄝˋ ㄕㄚ,mièshā
滅失,灭失,,,,,,ㄇㄧㄝˋ ㄕ,mièshī
滅亡,灭亡,,,,,,ㄇㄧㄝˋ ㄨㄤˊ,mièwánɡ
滅種,灭种,,,,ㄇㄧㄝˋ ㄓㄨㄥˇ,mièzhǒnɡ,ㄇㄧㄝˋ ㄓㄨㄥˇ,mièzhǒnɡ
滅族,灭族,,,,,,ㄇㄧㄝˋ ㄗㄨˊ,mièzú
搣,搣,,,,,,ㄇ丨ㄝˋ,miè
蔑,蔑,,,,,,ㄇㄧㄝˋ,miè
衊,蔑,,,,,,ㄇㄧㄝˋ,miè
蔑視,蔑视,,,,,,ㄇㄧㄝˋ ㄕˋ,mièshì
幭,幭,,,,,,ㄇ丨ㄝˋ,miè
,篾,,,,,,ㄇㄧㄝˋ,miè
篾條,篾条,,,,,,ㄇㄧㄝˋ ㄊㄧㄠˊ,miètiáo
,瀎,,,,,,ㄇ丨ㄝˋ,miè
瀎泧,瀎泧,,,,,,ㄇ丨ㄝˋ　ㄩㄝˋ,mièyuè
,懱,,,,,,ㄇ丨ㄝˋ,miè
,民,,,,,,ㄇㄧㄣˊ,mín
民辦,民办,,★,,ㄇㄧㄣˊ ㄅㄢˋ,mínbàn,ㄇㄧㄣˊ ㄅㄢˋ,mínbàn
民辦教師,民办教师,,★,,,,ㄇㄧㄣˊ ㄅㄢˋ ㄐㄧㄠˋ ㄕ,mínbànjiàoshī
民胞物與,民胞物与,,,,,,ㄇㄧㄣˊ ㄅㄠ ㄨˋ ㄩˇ,mínbāo–wùyǔ
民變,民变,,,,,,ㄇㄧㄣˊ ㄅㄧㄢˋ,mínbiàn
,民兵,,,,,,ㄇㄧㄣˊ ㄅㄧㄥ,mínbīnɡ
,民不聊生,,,,,,ㄇㄧㄣˊ ㄅㄨˋ ㄌㄧㄠˊ ㄕㄥ,mínbùliáoshēnɡ
,民初,,,,,,ㄇㄧㄣˊ ㄔㄨ,mínchū
,民船,,,,,,ㄇㄧㄣˊ ㄔㄨㄢˊ,mínchuán
,民代,,▲,,,,ㄇㄧㄣˊ ㄉㄞˋ,míndài
民調,民调,,,,,,ㄇ丨ㄣˊ　ㄉ丨ㄠˋ,míndiào
,民法,,,,,,ㄇㄧㄣˊ ㄈㄚˇ,mínfǎ
民房,民房,,,,,,ㄇㄧㄣˊ ㄈㄤˊ,mínfánɡ
民憤,民愤,,,,,,ㄇㄧㄣˊ ㄈㄣˋ,mínfèn
民風,民风,,,,,,ㄇㄧㄣˊ ㄈㄥ,mínfēnɡ
,民夫,,,,,,ㄇㄧㄣˊ ㄈㄨ,mínfū
,民歌,,,,,,ㄇㄧㄣˊ ㄍㄜ,mínɡē
,民工,,,,,,ㄇㄧㄣˊ ㄍㄨㄥ,mínɡōnɡ
民國,民国,,,,,,ㄇㄧㄣˊ ㄍㄨㄛˊ,mínɡuó
,民航,,,,,,ㄇㄧㄣˊ ㄏㄤˊ,mínhánɡ
,民家,,,,,,ㄇㄧㄣˊ ㄐㄧㄚ,mínjiā
民間,民间,,,,,,ㄇㄧㄣˊ ㄐㄧㄢ,mínjiān
民間大使,民间大使,,★,,,,ㄇㄧㄣˊ ㄐㄧㄢ ㄉㄚˋ ㄕˇ,mínjiān dàshǐ
民間外交,民间外交,,★,,,,ㄇㄧㄣˊ ㄐㄧㄢ ㄨㄞˋ ㄐㄧㄠ,mínjiān wàijiāo
民間文學,民间文学,,,,,,ㄇㄧㄣˊ ㄐㄧㄢ ㄨㄣˊ ㄒㄩㄝˊ,mínjiānwénxué
民間藝術,民间艺术,,,,,,ㄇㄧㄣˊ ㄐㄧㄢ ㄧˋ ㄕㄨˋ,mínjiānyìshù
民警,民警,,★,,,,ㄇㄧㄣˊ ㄐㄧㄥˇ,mínjǐnɡ
,民居,,,,,,ㄇㄧㄣˊ ㄐㄩ,mínjū
民康物阜,民康物阜,,,,,,ㄇㄧㄣˊ ㄎㄤ ㄨˋ ㄈㄨˋ,mínkānɡ–wùfù
,民力,,,,,,ㄇㄧㄣˊ ㄌㄧˋ,mínlì
,民命,,,,,,ㄇㄧㄣˊ ㄇㄧㄥˋ,mínmìnɡ
民女,民女,,,,,,ㄇㄧㄣˊ ㄋㄩˇ,mínnǚ
,民品,,,,,,ㄇㄧㄣˊ ㄆㄧㄣˇ,mínpǐn
民氣,民气,,,,,,ㄇㄧㄣˊ ㄑㄧˋ,mínqì
民情,民情,,,,,,ㄇㄧㄣˊ ㄑㄧㄥˊ,mínqínɡ
民權,民权,,,,,,ㄇㄧㄣˊ ㄑㄩㄢˊ,mínquán
,民生,,,,,,ㄇㄧㄣˊ ㄕㄥ,mínshēnɡ
,民生凋敝,,,,,,ㄇㄧㄣˊ ㄕㄥ ㄉㄧㄠ ㄅㄧˋ,mínshēnɡ–diāo bì
民生國計,民生国计,,,,,,ㄇ丨ㄣˊ　ㄕㄥ　ㄍㄨㄛˊ　ㄐ丨ˋ,mínshēnɡ-ɡuójì
,民事,,,,,,ㄇㄧㄣˊ ㄕˋ,mínshì
,民事法庭,,,,,,ㄇㄧㄣˊ ㄕˋ ㄈㄚˇ ㄊㄧㄥˊ,mínshìfǎtínɡ
民事權利,民事权利,,,,,,ㄇㄧㄣˊ ㄕˋ ㄑㄩㄢˊ ㄌㄧˋ,mínshìquánlì
民事訴訟,民事诉讼,,,,,,ㄇㄧㄣˊ ㄕˋ ㄙㄨˋ ㄙㄨㄥˋ,mínshì sùsònɡ
民事義務,民事义务,,,,,,ㄇㄧㄣˊ ㄕˋ ㄧˋ ㄨˋ,mínshìyìwù
民事責任,民事责任,,,,,,ㄇㄧㄣˊ ㄕˋ ㄗㄜˊ ㄖㄣˋ,mínshìzérèn
,民俗,,,,,,ㄇㄧㄣˊ ㄙㄨˊ,mínsú
,民俗村,,,,,,ㄇ丨ㄣˊ　ㄙㄨˊ　ㄘㄨㄣ,mínsúcūn
民俗學,民俗学,,,,,,ㄇㄧㄣˊ ㄙㄨˊ ㄒㄩㄝˊ,mínsúxué
,民宿,,▲,,,,ㄇㄧㄣˊ ㄙㄨˋ,mínsù
民團,民团,,,,,,ㄇㄧㄣˊ ㄊㄨㄢˊ,míntuán
,民享,,,,,,ㄇㄧㄣˊ ㄒㄧㄤˇ,mínxiǎnɡ
,民校,,★,,,,ㄇㄧㄣˊ ㄒㄧㄠˋ,mínxiào
,民心,,,,,,ㄇㄧㄣˊ ㄒㄧㄣ,mínxīn
民選,民选,,,,,,ㄇㄧㄣˊ ㄒㄩㄢˇ,mínxuǎn
民諺,民谚,,,,,,ㄇㄧㄣˊ ㄧㄢˋ,mínyàn
民謠,民谣,,,,,,ㄇㄧㄣˊ ㄧㄠˊ,mínyáo
,民意,,,,,,ㄇㄧㄣˊ ㄧˋ,mínyì
民意測驗,民意测验,,,,,,ㄇㄧㄣˊ ㄧˋ ㄘㄜˋ ㄧㄢˋ,mínyì cèyàn
,民意代表,,▲,,,,ㄇㄧㄣˊ ㄧˋ ㄉㄞˋ ㄅㄧㄠˇ,mínyì dàibiǎo
民意調查,民意调查,,,,,,ㄇㄧㄣˊ ㄧˋ ㄉㄧㄠˋ ㄔㄚˊ,mínyì diàochá
民營,民营,,,,,,ㄇㄧㄣˊ ㄧㄥˊ,mínyínɡ
民營經濟,民营经济,,★,,,,ㄇㄧㄣˊ ㄧㄥˊ ㄐㄧㄥ ㄐㄧˋ,mínyínɡjīnɡjì
民營企業,民营企业,,,,ㄇ丨ㄣˊ　丨ㄥˊ　ㄑ丨ˋ　丨ㄝˋ,mínyínɡ qìyè,ㄇ丨ㄣˊ　丨ㄥˊ　ㄑ丨ˇ　丨ㄝˋ,mínyínɡ qǐyè
,民用,,,,,,ㄇㄧㄣˊ ㄩㄥˋ,mínyònɡ
民有,民有,,,,,,ㄇㄧㄣˊ ㄧㄡˇ,mínyǒu
,民怨,,,,,,ㄇㄧㄣˊ ㄩㄢˋ,mínyuàn
民約,民约,,,,,,ㄇㄧㄣˊ ㄩㄝ,mínyuē
民樂,民乐,,★,,,,ㄇㄧㄣˊ ㄩㄝˋ,mínyuè
民運,民运,,,,,,ㄇㄧㄣˊ ㄩㄣˋ,mínyùn
民賊,民贼,,★,,,,ㄇㄧㄣˊ ㄗㄟˊ,mínzéi
,民宅,,,,,,ㄇㄧㄣˊ ㄓㄞˊ,mínzhái
,民政,,,,,,ㄇㄧㄣˊ ㄓㄥˋ,mínzhènɡ
民脂民膏,民脂民膏,,,,,,ㄇㄧㄣˊ ㄓ ㄇㄧㄣˊ ㄍㄠ,mínzhī–mínɡāo
,民治,,,,,,ㄇㄧㄣˊ ㄓˋ,mínzhì
,民智,,,,,,ㄇㄧㄣˊ ㄓˋ,mínzhì
民眾,民众,,,,,,ㄇㄧㄣˊ ㄓㄨㄥˋ,mínzhònɡ
,民主,,,,,,ㄇㄧㄣˊ ㄓㄨˇ,mínzhǔ
民主黨派,民主党派,,★,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄉㄤˇ ㄆㄞˋ,mínzhǔdǎnɡpài
,民主改革,,,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄍㄞˇ ㄍㄜˊ,mínzhǔɡǎiɡé
,民主革命,,,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄍㄜˊ ㄇㄧㄥˋ,mínzhǔɡémìnɡ
民主國家,民主国家,,,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄍㄨㄛˊ ㄐㄧㄚ,mínzhǔɡuójiā
民主集中制,民主集中制,,★,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄐㄧˊ ㄓㄨㄥ ㄓˋ,mínzhǔjízhōnɡzhì
,民主人士,,,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄖㄣˊ ㄕˋ,mínzhǔrénshì
,民主政治,,,,,,ㄇㄧㄣˊ ㄓㄨˇ ㄓㄥˋ ㄓˋ,mínzhǔzhènɡzhì
民轉刑,民转刑,,★,,,,ㄇㄧㄣˊ ㄓㄨㄢˇ ㄒㄧㄥˊ,mínzhuǎnxínɡ
民資,民资,,,,,,ㄇㄧㄣˊ ㄗ,mínzī
民族,民族,,,,,,ㄇㄧㄣˊ ㄗㄨˊ,mínzú
民族共同語,民族共同语,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄍㄨㄥˋ ㄊㄨㄥˊ ㄩˇ,mínzúɡònɡtónɡyǔ
民族區域自治,民族区域自治,,★,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄑㄩ ㄩˋ ㄗˋ ㄓˋ,mínzúqūyùzìzhì
,民族形式,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄒㄧㄥˊ ㄕˋ,mínzúxínɡshì
民族英雄,民族英雄,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄧㄥ ㄒㄩㄥˊ,mínzúyīnɡxiónɡ
民族運動,民族运动,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄩㄣˋ ㄉㄨㄥˋ,mínzúyùndònɡ
民族資本,民族资本,,★,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄗ ㄅㄣˇ,mínzúzīběn
民族自決權,民族自决权,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄗˋ ㄐㄩㄝˊ ㄑㄩㄢˊ,mínzúzìjuéquán
民族自治,民族自治,,,,,,ㄇㄧㄣˊ ㄗㄨˊ ㄗˋ ㄓˋ,mínzúzìzhì
名額,名额,,,,,,ㄇ丨ㄥˊ　ㄜˊ,mínɡ’é
苠,苠,,,,ㄇㄧㄣˊ,mín,ㄇㄧㄣˊ,mín
,旼,,,,,,ㄇ丨ㄣˊ,mín
,旼旼,,,,,,ㄇ丨ㄣˊ　ㄇ丨ㄣˊ,mínmín
,旻,,,,,,ㄇ丨ㄣˊ,mín
,岷,,,,,,ㄇㄧㄣˊ,mín
忞,忞,,,,,,ㄇ丨ㄣˊ,mín
,怋,,,,,,ㄇ丨ㄣˊ,mín
,崏,,,,,,ㄇ丨ㄣˊ,mín
緡,缗,,,,,,ㄇㄧㄣˊ,mín
,痻,,,,,,ㄇ丨ㄣˊ,mín
,螟蛾,,,,,,ㄇㄧㄥˊ ㄜˊ,mínɡ’é
,皿,,,,,,ㄇㄧㄣˇ,mǐn
閔,闵,,,,,,ㄇㄧㄣˇ,mǐn
,抿,,,,,,ㄇㄧㄣˇ,mǐn
抿嘴,抿嘴,,,,,,ㄇ丨ㄣˇ　ㄗㄨㄟˇ,mǐnzuǐ
黽,黾,,,,,,ㄇㄧㄣˇ,mǐn
黽勉,黾勉,,,,,,ㄇㄧㄣˇ ㄇㄧㄢˇ,mǐnmiǎn
,泯,,,,,,ㄇㄧㄣˇ,mǐn
泯滅,泯灭,,,,,,ㄇㄧㄣˇ ㄇㄧㄝˋ,mǐnmiè
泯沒,泯没,,,,,,ㄇㄧㄣˇ ㄇㄛˋ,mǐnmò
閩,闽,,,,,,ㄇㄧㄣˇ,mǐn
閩南語,闽南语,,,,,,ㄇㄧㄣˇ ㄋㄢˊ ㄩˇ,mǐnnányǔ
憫,悯,,,,,,ㄇㄧㄣˇ,mǐn
,笢,,,,,,ㄇ丨ㄣˇ,mǐn
,敏,,,,,,ㄇㄧㄣˇ,mǐn
敏感,敏感,,,,,,ㄇㄧㄣˇ ㄍㄢˇ,mǐnɡǎn
,敏捷,,,,,,ㄇㄧㄣˇ ㄐㄧㄝˊ,mǐnjié
敏銳,敏锐,,,,,,ㄇㄧㄣˇ ㄖㄨㄟˋ,mǐnruì
,湣,,,,,,ㄇ丨ㄣˇ,mǐn
敯,暋,,,,,,ㄇ丨ㄣˇ,mǐn
,愍,,,,,,ㄇ丨ㄣˇ,mǐn
僶,（亻+黾）,,,,,,ㄇ丨ㄣˇ,mǐn
僶勉,（亻+黾）勉,,,,,,ㄇ丨ㄣˇ　ㄇ丨ㄢˇ,mǐnmiǎn
簢,（竹+闵）,,,,,,ㄇ丨ㄣˇ,mǐn
,名,,,,,,ㄇㄧㄥˊ,mínɡ
名不符實,名不符实,,,,,,ㄇ丨ㄥˊ　ㄅㄨˋ　ㄈㄨˊ　ㄕˊ,mínɡbù-fúshí
名不副實,名不副实,,,,ㄇㄧㄥˊ ㄅㄨˊ ㄈㄨˋ ㄕˊ,míngbúfùshí,ㄇㄧㄥˊ ㄅㄨˋ ㄈㄨˋ ㄕˊ,mínɡbùfùshí
名不見經傳,名不见经传,,,,,,ㄇㄧㄥˊ ㄅㄨˊ ㄐㄧㄢˋ ㄐㄧㄥ ㄓㄨㄢˋ,mínɡ bùjiànjīnɡzhuàn
名不虛傳,名不虚传,,,,,,ㄇㄧㄥˊ ㄅㄨˋ ㄒㄩ ㄔㄨㄢˊ,mínɡbùxūchuán
名不正，言不順,名不正，言不顺,,,,ㄇ丨ㄥˊ　ㄅㄨˊ　ㄓㄥˋ　，　丨ㄣˊ　ㄅㄨˊ　ㄕㄨㄣˋ,"mínɡ bú zhènɡ , yán bú shùn",ㄇ丨ㄥˊ　ㄅㄨˋ　ㄓㄥˋ　，　丨ㄣˊ　ㄅㄨˋ　ㄕㄨㄣˋ,"mínɡbùzhènɡ,yánbùshùn"
名簿,名簿,,,,,,ㄇ丨ㄥˊ　ㄅㄨˋ,mínɡbù
名冊,名册,,,,,,ㄇ丨ㄥˊ　ㄘㄜˋ,mínɡcè
名產,名产,,,,,,ㄇㄧㄥˊ ㄔㄢˇ,mínɡchǎn
,名臣,,,,,,ㄇ丨ㄥˊ　ㄔㄣˊ,mínɡchén
名稱,名称,,,,,,ㄇㄧㄥˊ ㄔㄥ,mínɡchēnɡ
名稱庫,名称库,,★,,,,ㄇ丨ㄥˊ　ㄔㄥ　ㄎㄨˋ,mínɡchēnɡkù
,名城,,,,,,ㄇ丨ㄥˊ　ㄔㄥˊ,mínɡchénɡ
名垂青史,名垂青史,,,,,,ㄇㄧㄥˊ ㄔㄨㄟˊ ㄑㄧㄥ ㄕˇ,mínɡchuíqīnɡ shǐ
名詞,名词,,,,,,ㄇㄧㄥˊ ㄘˊ,mínɡcí
名次,名次,,,,,,ㄇ丨ㄥˊ　ㄘˋ,mínɡcì
名從主人,名从主人,,,,,,ㄇ丨ㄥˊ　ㄘㄨㄥˊ　ㄓㄨˇ　ㄖㄣˊ,mínɡcónɡ-zhǔrén
名存實亡,名存实亡,,,,,,ㄇㄧㄥˊ ㄘㄨㄣˊ ㄕˊ ㄨㄤˊ,mínɡcún–shí wánɡ
名單,名单,,,,,,ㄇㄧㄥˊ ㄉㄢ,mínɡdān
名兒,名儿,,,,ㄇ丨ㄥˊㄦ,mínɡ  ér,ㄇㄧㄥ′ㄦ,mínɡr
,名分,,,,,,ㄇㄧㄥˊ ㄈㄣˋ,mínɡfèn
名副其實,名副其实,,,,,,ㄇㄧㄥˊ ㄈㄨˋ ㄑㄧˊ ㄕˊ,mínɡfùqíshí
名貴,名贵,,,,,,ㄇ丨ㄥˊ　ㄍㄨㄟˋ,mínɡɡuì
名過其實,名过其实,,,,,,ㄇ丨ㄥˊ　ㄍㄨㄛˋ　ㄑ丨ˊ　ㄕˊ,mínɡɡuòqíshí
名號,名号,,,,,,ㄇㄧㄥˊ ㄏㄠˋ,mínɡhào
,名花,,,,,,ㄇ丨ㄥˊ　ㄏㄨㄚ,mínɡhuā
名花有主,名花有主,,,,,,ㄇㄧㄥˊ ㄏㄨㄚ ㄧㄡˇ ㄓㄨˇ,mínɡhuā–yǒu zhǔ
名畫,名画,,,,,,ㄇ丨ㄥˊ　ㄏㄨㄚˋ,mínɡhuà
名諱,名讳,,,,,,ㄇㄧㄥˊ ㄏㄨㄟˋ,mínɡhuì
名籍,名籍,,,,,,ㄇ丨ㄥˊ　ㄐ丨ˊ,mínɡjí
,名家,,,,,,ㄇㄧㄥˊ ㄐㄧㄚ,mínɡjiā
名韁利鎖,名缰利锁,,,,,,ㄇㄧㄥˊ ㄐㄧㄤ ㄌㄧˋ ㄙㄨㄛˇ,mínɡjiānɡ–lìsuǒ
,名匠,,,,,,ㄇ丨ㄥˊ　ㄐ丨ㄤˋ,mínɡjiànɡ
名將,名将,,,,,,ㄇ丨ㄥˊ　ㄐ丨ㄤˋ,mínɡjiànɡ
,名教,,,,,,ㄇ丨ㄥˊ　ㄐ丨ㄠˋ,mínɡjiào
名節,名节,,,,,,ㄇㄧㄥˊ ㄐㄧㄝˊ,mínɡjié
,名句,,,,,,ㄇ丨ㄥˊ　ㄐㄩˋ,mínɡjù
名劇周,名剧周,,★,,,,ㄇ丨ㄥˊ　ㄐㄩˋ　ㄓㄡ,mínɡjùzhōu
名角,名角,,,,,,ㄇㄧㄥˊ ㄐㄩㄝˊ,mínɡjué
名腳,名脚,,,,,,ㄇ丨ㄥˊ　ㄐㄩㄝˊ,mínɡjué
,名利,,,,,,ㄇㄧㄥˊ ㄌㄧˋ,mínɡlì
,名利客,,,,,,ㄇ丨ㄥˊ　ㄌ丨ˋ　ㄎㄜˋ,mínɡlìkè
名利雙收,名利双收,,,,,,ㄇ丨ㄥˊ　ㄌ丨ˋ　ㄕㄨㄤ　ㄕㄡ,mínɡlìshuānɡshōu
名列前茅,名列前茅,,,,,,ㄇㄧㄥˊ ㄌㄧㄝˋ ㄑㄧㄢˊ ㄇㄠˊ,mínɡlièqiánmáo
名伶,名伶,,,,,,ㄇㄧㄥˊ ㄌㄧㄥˊ,mínɡlínɡ
名流,名流,,,,,,ㄇㄧㄥˊ ㄌㄧㄡˊ,mínɡliú
名錄,名录,,,,,,ㄇㄧㄥˊ ㄌㄨˋ,mínɡlù
名落孫山,名落孙山,,,,,,ㄇㄧㄥˊ ㄌㄨㄛˋ ㄙㄨㄣ ㄕㄢ,mínɡluòsūnshān
名滿天下,名满天下,,,,,,ㄇㄧㄥˊ ㄇㄢˇ ㄊㄧㄢ ㄒㄧㄚˋ,mínɡmǎntiānxià
名門,名门,,,,,,ㄇㄧㄥˊ ㄇㄣˊ,mínɡmén
名模,名模,,,,,,ㄇㄧㄥˊ ㄇㄛˊ,mínɡmó
,名目,,,,,,ㄇㄧㄥˊ ㄇㄨˋ,mínɡmù
,名牌,,,,,,ㄇㄧㄥˊ ㄆㄞˊ,mínɡpái
名片,名片,,,,,,ㄇㄧㄥˊ ㄆㄧㄢˋ,mínɡpiàn
名氣,名气,,,,,,ㄇㄧㄥˊ ㄑㄧˋ,mínɡqì
名器,名器,,,,,,ㄇ丨ㄥˊ　ㄑ丨ˋ,mínɡqì
,名曲,,,,,,ㄇ丨ㄥˊ　ㄑㄩˇ,mínɡqǔ
,名人,,,,,,ㄇ丨ㄥˊ　ㄖㄣˊ,mínɡrén
,名儒,,,,,,ㄇ丨ㄥˊ　ㄖㄨˊ,mínɡrú
,名山,,,,,,ㄇ丨ㄥˊ　ㄕㄢ,mínɡshān
名山事業,名山事业,,,,,,ㄇ丨ㄥˊ　ㄕㄢ　ㄕˋ　丨ㄝˋ,mínɡshān-shìyè
名聲,名声,,,,,,ㄇㄧㄥˊ ㄕㄥ,mínɡshēnɡ
名勝,名胜,,,,,,ㄇㄧㄥˊ ㄕㄥˋ,mínɡshènɡ
名勝古蹟,名胜古迹,,,,,,ㄇㄧㄥˊ ㄕㄥˋ ㄍㄨˇ ㄐㄧˋ,mínɡshènɡ–gǔjì
名師,名师,,,,,,ㄇㄧㄥˊ ㄕ,mínɡshī
名師出高徒,名师出高徒,,,,,,ㄇㄧㄥˊ ㄕ ㄔㄨ ㄍㄠ ㄊㄨˊ,mínɡshīchū ɡāotú
名實,名实,,,,,,ㄇ丨ㄥˊ　ㄕˊ,mínɡshí
名實相符,名实相符,,,,,,ㄇㄧㄥˊ ㄕˊ ㄒㄧㄤ ㄈㄨˊ,mínɡshí xiānɡ fú
名實相副,名实相副,,,,,,ㄇ丨ㄥˊ　ㄕˊ　ㄒ丨ㄤ　ㄈㄨˋ,mínɡshíxiānɡfù
,名士,,,,,,ㄇㄧㄥˊ ㄕˋ,mínɡshì
名士氣,名士气,,,,,,ㄇ丨ㄥˊ　ㄕˋ　ㄑ丨ˋ,mínɡshìqì
,名氏,,,,,,ㄇ丨ㄥˊ　ㄕˋ,mínɡshì
,名世,,,,,,ㄇ丨ㄥˊ　ㄕˋ,mínɡshì
,名手,,,,,,ㄇㄧㄥˊ ㄕㄡˇ,mínɡshǒu
,名姝,,,,,,ㄇㄧㄥˊ ㄕㄨ,mínɡshū
名數,名数,,,,,,ㄇ丨ㄥˊ　ㄕㄨˋ,mínɡshù
,名宿,,,,,,ㄇ丨ㄥˊ　ㄙㄨˋ,mínɡsù
,名堂,,,,ㄇㄧㄥˊ ㄊㄤˊ,mínɡtánɡ,ㄇㄧㄥˊ ˙ㄊㄤ,mínɡtanɡ
名望,名望,,,,,,ㄇ丨ㄥˊ　ㄨㄤˋ,mínɡwànɡ
,名位,,,,,,ㄇㄧㄥˊ ㄨㄟˋ,mínɡwèi
,名文,,,,,,ㄇ丨ㄥˊ　ㄨㄣˊ,mínɡwén
名聞遐邇,名闻遐迩,,,,,,ㄇㄧㄥˊ ㄨㄣˊ ㄒㄧㄚˊ ㄦˇ,mínɡwén–xiá’ěr
,名物,,,,,,ㄇ丨ㄥˊ　ㄨˋ,mínɡwù
,名下,,,,,,ㄇ丨ㄥˊ　ㄒ丨ㄚˋ,mínɡxià
名下無虛士,名下无虚士,,,,,,ㄇ丨ㄥˊ　ㄒ丨ㄚˋ　ㄨˊ　ㄒㄩ　ㄕˋ,mínɡxiàwúxūshì
名銜,名衔,,,,,,ㄇ丨ㄥˊ　ㄒ丨ㄢˊ,mínɡxián
名學,名学,,,,,,ㄇ丨ㄥˊ　ㄒㄩㄝˊ,mínɡxué
,名言,,,,,,ㄇ丨ㄥˊ　丨ㄢˊ,mínɡyán
,名彥,,,,,,ㄇ丨ㄥˊ　丨ㄢˋ,mínɡyàn
名揚四海,名扬四海,,,,,,ㄇㄧㄥˊ ㄧㄤˊ ㄙˋ ㄏㄞˇ,mínɡyánɡ–sìhǎi
名醫,名医,,,,,,ㄇ丨ㄥˊ　丨,mínɡyī
名義,名义,,,,,,ㄇㄧㄥˊ ㄧˋ,mínɡyì
名譽,名誉,,,,,,ㄇㄧㄥˊ ㄩˋ,mínɡyù
名譽領事,名誉领事,,,,,,ㄇ丨ㄥˊ　ㄩˋ　ㄌ丨ㄥˇ　ㄕˋ,mínɡyù-lǐnɡshì
名譽職,名誉职,,,,,,ㄇ丨ㄥˊ　ㄩˋ　ㄓˊ,mínɡyùzhí
,名媛,,,,,,ㄇㄧㄥˊ ㄩㄢˊ,mínɡyuán
名噪一時,名噪一时,,,,ㄇㄧㄥˊ ㄗㄠˋ ㄧˋ ㄕˊ,mínɡzào–yìshí,ㄇㄧㄥˊ ㄗㄠˋ ㄧ ㄕˊ,mínɡzào–yīshí
名正言順,名正言顺,,,,,,ㄇㄧㄥˊ ㄓㄥˋ ㄧㄢˊ ㄕㄨㄣˋ,mínɡzhènɡ–yánshùn
名著,名著,,,,,,ㄇㄧㄥˊ ㄓㄨˋ,mínɡzhù
名狀,名状,,,,,,ㄇ丨ㄥˊ　ㄓㄨㄤˋ,mínɡzhuànɡ
名子,名子,,,,ㄇ丨ㄥˊ　˙ㄗ,mínɡzi,ㄇ丨ㄥˊ　ㄗˇ,mínɡzǐ
,名字,,,,,,ㄇㄧㄥˊ ˙ㄗ,mínɡzi
名嘴,名嘴,,,,,,ㄇㄧㄥˊ ㄗㄨㄟˇ,mínɡzuǐ
,名作,,,,,,ㄇ丨ㄥˊ　ㄗㄨㄛˋ,mínɡzuò
,明,,,,,,ㄇㄧㄥˊ,mínɡ
,明白,,,,,,ㄇ丨ㄥˊ　˙ㄅㄞ,mínɡbɑi
明辨,明辨,,,,,,ㄇ丨ㄥˊ　ㄅ丨ㄢˋ,mínɡbiàn
明察秋毫,明察秋毫,,,,,,ㄇㄧㄥˊ ㄔㄚˊ ㄑㄧㄡ ㄏㄠˊ,mínɡchá–qiū háo
明處,明处,,,,,,ㄇ丨ㄥˊ　ㄔㄨˋ,mínɡchù
明達,明达,,,,,,ㄇ丨ㄥˊ　ㄉㄚˊ,mínɡdá
明道,明道,,,,,,ㄇ丨ㄥˊ　ㄉㄠˋ,mínɡdào
明德,明德,,,,,,ㄇ丨ㄥˊ　ㄉㄜˊ,mínɡdé
明斷,明断,,,,,,ㄇ丨ㄥˊ　ㄉㄨㄢˋ,mínɡduàn
明礬,明矾,,,,,,ㄇㄧㄥˊ ㄈㄢˊ,mínɡfán
明溝,明沟,,,,,,ㄇ丨ㄥˊ　ㄍㄡ,mínɡɡōu
明鑑,明鉴,,,,,,ㄇㄧㄥˊ ㄐㄧㄢˋ,mínɡjiàn
明講,明讲,,,,,,ㄇ丨ㄥˊ　ㄐ丨ㄤˇ,mínɡjiǎnɡ
明淨,明净,,,,,,ㄇㄧㄥˊ ㄐㄧㄥˋ,mínɡjìnɡ
明鏡高懸,明镜高悬,,,,,,ㄇㄧㄥˊ ㄐㄧㄥˋ ㄍㄠ ㄒㄩㄢˊ,mínɡjìnɡ–ɡāo xuán
明快,明快,,,,,,ㄇㄧㄥˊ ㄎㄨㄞˋ,mínɡkuài
,明朗,,,,,,ㄇㄧㄥˊ ㄌㄤˇ,mínɡlǎnɡ
